Verse,Text,Stage
Deut 33:27,מְעֹנָה אֱלֹהֵי קֶדֶם וּמִתַּחַת זְרֹעֹת עוֺלָם וַיְגָרֶשׁ מִפָּנֶיךָ אוֺיֵב וַיֹּאמֶר הַשְׁמֵד,ABH
Deut 33:28,וַיִּשְׁכֹּן יִשְׂרָאֵל בֶּטַח בָּדָד עֵין יַעֲקֹב אֶל־אֶרֶץ דָּגָן וְתִירוֺשׁ אַף־שָׁמָיו יַעַרְפוּ טָל,ABH
Deut 33:29,אַשְׁרֶיךָ יִשְׂרָאֵל מִי כָמוֺךָ עַם נוֺשַׁע בַּיהוָה מָגֵן עֶזְרֶךָ וַאֲשֶׁר־חֶרֶב גַּאֲוָתֶךָ וְיִכָּחֲשׁוּ אֹיְבֶיךָ לָךְ וְאַתָּה עַל־בָּמוֺתֵימוֺ תִדְרֹךְ,ABH
Jud 5:2,בִּפְרֹעַ פְּרָעוֺת בְּיִשְׂרָאֵל בְּהִתְנַדֵּב עָם בָּרֲכוּ יְהוָה,ABH
Jud 5:3,שִׁמְעוּ מְלָכִים הַאֲזִינוּ רֹזְנִים אָנֹכִי לַיהוָה אָנֹכִי אָשִׁירָה אֲזַמֵּר לַיהוָה אֱלֹהֵי יִשְׂרָאֵל,ABH
Jud 5:4,יְהוָה בְּצֵאתְךָ מִשֵּׂעִיר בְּצַעְדְּךָ מִשְּׂדֵה אֱדוֺם אֶרֶץ רָעָשָׁה גַּם־שָׁמַיִם נָטָפוּ גַּם־עָבִים נָטְפוּ מָיִם,ABH
Jud 5:5,הָרִים נָזְלוּ מִפְּנֵי יְהוָה זֶה סִינַי מִפְּנֵי יְהוָה אֱלֹהֵי יִשְׂרָאֵל,ABH
Jud 5:6,בִּימֵי שַׁמְגַּר בֶּן־עֲנָת בִּימֵי יָעֵל חָדְלוּ אֳרָחוֺת וְהֹלְכֵי נְתִיבוֺת יֵלְכוּ אֳרָחוֺת עֲקַלְקַלּוֺת,ABH
Jud 5:7,חָדְלוּ פְרָזוֺן בְּיִשְׂרָאֵל חָדֵלּוּ עַד שַׁקַּמְתִּי דְּבוֺרָה שַׁקַּמְתִּי אֵם בְּיִשְׂרָאֵל,ABH
Jud 5:8,יִבְחַר אֱלֹהִים חֲדָשִׁים אָז לָחֶם שְׁעָרִים מָגֵן אִם־יֵרָאֶה וָרֹמַח בְּאַרְבָּעִים אֶלֶף בְּיִשְׂרָאֵל,ABH
Jud 5:9,לִבִּי לְחוֺקְקֵי יִשְׂרָאֵל הַמִּתְנַדְּבִים בָּעָם בָּרֲכוּ יְהוָה,ABH
Jud 5:10,רֹכְבֵי אֲתֹנוֺת צְחֹרוֺת יֹשְׁבֵי עַל־מִדִּין וְהֹלְכֵי עַל־דֶּרֶךְ שִׂיחוּ,ABH
Jud 5:11,מִקּוֺל מְחַצְצִים בֵּין מַשְׁאַבִּים שָׁם יְתַנּוּ צִדְקוֺת יְהוָה צִדְקֹת פִּרְזֹנוֺ בְּיִשְׂרָאֵל אָז יָרְדוּ לַשְּׁעָרִים עַם־יְהוָה,ABH
Jud 5:12,עוּרִי עוּרִי דְּבוֺרָה עוּרִי עוּרִי דַּבְּרִי־שִׁיר קוּם בָּרָק וּשֲׁבֵה שֶׁבְיְךָ בֶּן־אֲבִינֹעַם,ABH
Jud 5:13,אָז יְרַד שָׂרִיד לְאַדִּירִים עָם יְהוָה יְרַד־לִי בַּגִּבּוֺרִים,ABH
Jud 5:14,מִנִּי אֶפְרַיִם שָׁרְשָׁם בַּעֲמָלֵק אַחֲרֶיךָ בִנְיָמִין בַּעֲמָמֶיךָ מִנִּי מָכִיר יָרְדוּ מְחֹקְקִים וּמִזְּבוּלֻן מֹשְׁכִים בְּשֵׁבֶט סֹפֵר,ABH
Jud 5:15,וְשָׂרַי בְּיִשָּׂשכָר עִם־דְּבֹרָה וְיִשָּׂשכָר כֵּן בָּרָק בָּעֵמֶק שֻׁלַּח בְּרַגְלָיו בִּפְלַגּוֺת רְאוּבֵן גְּדֹלִים חִקְקֵי־לֵב,ABH
Jud 5:16,לָמָּה יָשַׁבְתָּ בֵּין הַמִּשְׁפְּתַיִם לִשְׁמֹעַ שְׁרִקוֺת עֲדָרִים לִפְלַגּוֺת רְאוּבֵן גְּדוֺלִים חִקְרֵי־לֵב,ABH
Jud 5:17,גִּלְעָד בְּעֵבֶר הַיַּרְדֵּן שָׁכֵן וְדָן לָמָּה יָגוּר אֳנִיּוֺת אָשֵׁר יָשַׁב לְחוֺף יַמִּים וְעַל מִפְרָצָיו יִשְׁכּוֺן,ABH
Jud 5:18,זְבֻלוּן עַם חֵרֵף נַפְשׁוֺ לָמוּת וְנַפְתָּלִי עַל מְרוֺמֵי שָׂדֶה,ABH
Jud 5:19,בָּאוּ מְלָכִים נִלְחָמוּ אָז נִלְחֲמוּ מַלְכֵי כְנַעַן בְּתַעְנַךְ עַל־מֵי מְגִדּוֺ בֶּצַע כֶּסֶף לֹא לָקָחוּ,ABH
Jud 5:20,מִן־שָׁמַיִם נִלְחָמוּ הַכּוֺכָבִים מִמְּסִלּוֺתָם נִלְחֲמוּ עִם־סִיסְרָא,ABH
Jud 5:21,נַחַל קִישׁוֺן גְּרָפָם נַחַל קְדוּמִים נַחַל קִישׁוֺן תִּדְרְכִי נַפְשִׁי עֹז,ABH
Jud 5:22,אָז הָלְמוּ עִקְּבֵי־סוּס מִדַּהֲרוֺת דַּהֲרוֺת אַבִּירָיו,ABH
Jud 5:23,אוֺרוּ מֵרוֺז אָמַר מַלְאַךְ יְהוָה אֹרוּ אָרוֺר יֹשְׁבֶיהָ כִּי לֹא־בָאוּ לְעֶזְרַת יְהוָה לְעֶזְרַת יְהוָה בַּגִּבּוֺרִים,ABH
Jud 5:24,תְּבֹרַךְ מִנָּשִׁים יָעֵל אֵשֶׁת חֶבֶר הַקֵּינִי מִנָּשִׁים בָּאֹהֶל תְּבֹרָךְ,ABH
Jud 5:25,מַיִם שָׁאַל חָלָב נָתָנָה בְּסֵפֶל אַדִּירִים הִקְרִיבָה חֶמְאָה,ABH
Jud 5:26,יָדָהּ לַיָּתֵד תִּשְׁלַחְנָה וִימִינָהּ לְהַלְמוּת עֲמֵלִים וְהָלְמָה סִיסְרָא מָחֲקָה רֹאשׁוֺ וּמָחֲצָה וְחָלְפָה רַקָּתוֺ,ABH
Jud 5:27,בֵּין רַגְלֶיהָ כָּרַע נָפַל שָׁכָב בֵּין רַגְלֶיהָ כָּרַע נָפָל בַּאֲשֶׁר כָּרַע שָׁם נָפַל שָׁדוּד,ABH
Jud 5:28,בְּעַד הַחַלּוֺן נִשְׁקְפָה וַתְּיַבֵּב אֵם סִיסְרָא בְּעַד הָאֶשְׁנָב מַדּוּעַ בֹּשֵׁשׁ רִכְבּוֺ לָבוֺא מַדּוּעַ אֶחֱרוּ פַּעֲמֵי מַרְכְּבוֺתָיו,ABH
Jud 5:29,חַכְמוֺת שָׂרוֺתֶיהָ תַּעֲנֶינָּה אַף־הִיא תָּשִׁיב אֲמָרֶיהָ לָהּ,ABH
Jud 5:30,הֲלֹא יִמְצְאוּ יְחַלְּקוּ שָׁלָל רַחַם רַחֲמָתַיִם לְרֹאשׁ גֶּבֶר שְׁלַל צְבָעִים לְסִיסְרָא שְׁלַל צְבָעִים רִקְמָה צֶבַע רִקְמָתַיִם לְצַוְּארֵי שָׁלָל,ABH
Jud 5:31,כֵּן יֹאבְדוּ כָל־אוֺיְבֶיךָ יְהוָה וְאֹהֲבָיו כְּצֵאת הַשֶּׁמֶשׁ בִּגְבֻרָתוֺ וַתִּשְׁקֹט הָאָרֶץ אַרְבָּעִים שָׁנָה,ABH
2 Sam 22:2,יְהוָה סַלְעִי וּמְצֻדָתִי וּמְפַלְטִי־לִי,ABH
2 Sam 22:3,אֱלֹהֵי צוּרִי אֶחֱסֶה־בּוֺ מָגִנִּי וְקֶרֶן יִשְׁעִי מִשְׂגַּבִּי וּמְנוּסִי מֹשִׁעִי מֵחָמָס תֹּשִׁעֵנִי,ABH
2 Sam 22:4,מְהֻלָּל אֶקְרָא יְהוָה וּמֵאֹיְבַי אִוָּשֵׁעַ,ABH
2 Sam 22:5,כִּי אֲפָפֻנִי מִשְׁבְּרֵי־מָוֶת נַחֲלֵי בְלִיַּעַל יְבַעֲתֻנִי,ABH
2 Sam 22:6,חֶבְלֵי שְׁאוֺל סַבֻּנִי קִדְּמֻנִי מֹקְשֵׁי־מָוֶת,ABH
2 Sam 22:7,בַּצַּר־לִי אֶקְרָא יְהוָה וְאֶל־אֱלֹהַי אֶקְרָא וַיִּשְׁמַע מֵהֵיכָלוֺ קוֺלִי וְשַׁוְעָתִי בְּאָזְנָיו,ABH
2 Sam 22:8,וַיִּתְגָּעַ וַתִּרְעַשׁ הָאָרֶץ מוֺסְדוֺת הַשָּׁמַיִם יִרְגָּזוּ וַיִּתְגָּעֲשׁוּ כִּי־חָרָה לוֺ,ABH
2 Sam 22:9,עָלָה עָשָׁן בְּאַפּוֺ וְאֵשׁ מִפִּיו תֹּאכֵל גֶּחָלִים בָּעֲרוּ מִמֶּנּוּ,ABH
2 Sam 22:10,וַיֵּט שָׁמַיִם וַיֵּרַד וַעֲרָפֶל תַּחַת רַגְלָיו,ABH
2 Sam 22:11,וַיִּרְכַּב עַל־כְּרוּב וַיָּעֹף וַיֵּרָא עַל־כַּנְפֵי־רוּחַ,ABH
2 Sam 22:12,וַיָּשֶׁת חֹשֶׁךְ סְבִיבֹתָיו סֻכּוֺת חַשְׁרַת־מַיִם עָבֵי שְׁחָקִים,ABH
2 Sam 22:13,מִנֹּגַהּ נֶגְדּוֺ בָּעֲרוּ גַּחֲלֵי־אֵשׁ,ABH
2 Sam 22:14,יַרְעֵם מִן־שָׁמַיִם יְהוָה וְעֶלְיוֺן יִתֵּן קוֺלוֺ,ABH
2 Sam 22:15,וַיִּשְׁלַח חִצִּים וַיְפִיצֵם בָּרָק וַיָּהֹם,ABH
2 Sam 22:16,וַיֵּרָאוּ אֲפִקֵי יָם יִגָּלוּ מֹסְדוֺת תֵּבֵל בְּגַעֲרַת יְהוָה מִנִּשְׁמַת רוּחַ אַפּוֺ,ABH
2 Sam 22:17,יִשְׁלַח מִמָּרוֺם יִקָּחֵנִי יַמְשֵׁנִי מִמַּיִם רַבִּים,ABH
2 Sam 22:18,יַצִּילֵנִי מֵאֹיְבִי עָז מִשֹּׂנְאַי כִּי אָמְצוּ מִמֶּנִּי,ABH
2 Sam 22:19,יְקַדְּמֻנִי בְּיוֺם אֵידִי וַיְהִי יְהוָה מִשְׁעָן לִי,ABH
2 Sam 22:20,וַיֹּצֵא לַמֶּרְחָב אֹתִי יְחַלְּצֵנִי כִּי־חָפֵץ בִּי,ABH
2 Sam 22:21,יִגְמְלֵנִי יְהוָה כְּצִדְקָתִי כְּבֹר יָדַי יָשִׁיב לִי,ABH
2 Sam 22:22,כִּי שָׁמַרְתִּי דַּרְכֵי יְהוָה וְלֹא רָשַׁעְתִּי מֵאֱלֹהָי,ABH
2 Sam 22:23,כִּי כָל־מְִפָּטָיו לְנֶגְדִּי וְחֻקֹּתָיו לֹא־אָסוּר מִמֶּנָּה,ABH
2 Sam 22:24,וָאֶהְיֶה תָמִים לוֺ וָאֶשְׁתַּמְּרָה מֵעֲוֹנִי,ABH
2 Sam 22:25,וַיָּשֶׁב יְהוָה לִי כְּצִדְקָתִי כְּבֹרִי לְנֶגֶד עֵינָיו,ABH
2 Sam 22:26,עִם־חָסִיד תִּתְחַסָּד עִם־גִּבּוֺר תָּמִים תִּתַּמָּם,ABH
2 Sam 22:27,עִם־נָבָר תִּתָּבָר וְעִם־עִקֵּשׁ תִּתַּפָּל,ABH
2 Sam 22:28,וְאֶת־עַם עָנִי תּוֺשִׁיעַ וְעֵינֶיךָ עַל־רָמִים תַּשְׁפִּיל,ABH
2 Sam 22:29,כִּי־אַתָּה נֵירִי יְהוָה וַיהוָה יַגִּיהַּ חָשְׁכִּי,ABH
2 Sam 22:30,כִּי בְכָה אָרוּץ גְּדוּד בֵּאלֹהַי אֲדַלֶּג־שׁוּר,ABH
2 Sam 22:31,הָאֵל תָּמִים דַּרְכּוֺ אִמְרַת יְהוָה צְרוּפָה מָגֵן הוּא לְכֹל הַחֹסִים בּוֺ,ABH
2 Sam 22:32,כִּי מִי־אֵל מִבַּלְעֲדֵי יְהוָה וּמִי צוּר מִבַּלְעֲדֵי אֱלֹהֵינוּ,ABH
2 Sam 22:33,הָאֵל מָעוּזִּי חָיִל וַיַּתֵּר תָּמִים דַּרְכִּי,ABH
2 Sam 22:34,מְשַׁוֶּה רַגְלַי כָּאַיָּלוֺת וְעַל בָּמוֺתַי יַעֲמִדֵנִי,ABH
2 Sam 22:35,מְלַמֵּד יָדַי לַמִּלְחָמָה וְנִחַת קֶשֶׁת־נְחוּשָׁה זְרֹעֹתָי,ABH
2 Sam 22:36,וַתִּתֶּן־לִי מָגֵן יִשְׁעֶךָ וַעֲנֹתְךָ תַּרְבֵּנִי,ABH
2 Sam 22:37,תַּרְחִיב צַעֲדִי תַּחְתֵּנִי וְלֹא מָעֲדוּ קַרְסֻלָּי,ABH
2 Sam 22:38,אֶרְדְּפָה אֹיְבַי וָאַשְׁמִידֵם וְלֹא אָשׁוּב עַד־כַּלּוֺתָם,ABH
2 Sam 22:39,וָאֲכַלֵּם וָאֶמְחָצֵם וְלֹא יְקוּמוּן וַיִּפְּלוּ תַּחַת רַגְלָי,ABH
2 Sam 22:40,וַתַּזְרֵנִי חַיִל לַמִּלְחָמָה תַּכְרִיעַ קָמַי תַּחְתֵּנִי,ABH
2 Sam 22:41,וְאֹיְבַי תַּתָּה לִּי עֹרֶף מְשַׂנְאַי וָאַצְמִיתֵם,ABH
2 Sam 22:42,יִשְׁעוּ וְאֵין מֹשִׁיעַ אֶל־יְהוָה וְלֹא עָנָם,ABH
2 Sam 22:43,וְאֶשְׁחָקֵם כַּעֲפַר־אָרֶץ כְּטִיט־חוּצוֺת אֲדִקֵּם אֶרְקָעֵם,ABH
2 Sam 22:44,וַתְּפַלְּטֵנִי מֵרִיבֵי עַמִּי תִּשְׁמְרֵנִי לְרֹאשׁ גּוֺיִם עַם לֹא־יָדַעְתִּי יַעַבְדֻנִי,ABH
2 Sam 22:45,בְּנֵי נֵכָר יִתְכַּחֲשׁוּ־לִי לִשְׁמוֺעַ אֹזֶן יִשָּׁמְעוּ לִי,ABH
2 Sam 22:46,בְּנֵי נֵכָר יִבֹּלוּ וְיַחְגְּרוּ מִמִּסְגְּרוֺתָם,ABH
2 Sam 22:47,חַי־יְהוָה וּבָרוּךְ צוּרִי וְיָרֻם אֱלֹהֵי צוּר יִשְׁעִי,ABH
2 Sam 22:48,הָאֵל הַנֹּתֵן נְקָמֹת לִי וּמוֺרִיד עַמִּים תַּחְתֵּנִי,ABH
2 Sam 22:49,וּמוֺצִיאִי מֵאֹיְבָי וּמִקָּמַי תְּרוֺמְמֵנִי מֵאִישׁ חֲמָסִים תַּצִּילֵנִי,ABH
2 Sam 22:50,עַל־כֵּן אוֺדְךָ יְהוָה בַּגּוֺיִם וּלְשִׁמְךָ אֲזַמֵּר,ABH
2 Sam 22:51,מִגְדּוֺל יְשׁוּעוֺת מַלְכּוֺ וְעֹשֶׂה־חֶסֶד לִמְשִׁיחוֺ לְדָוִד וּלְזַרְעוֺ עַד־עוֺלָם,ABH
Ps 18:1,לַמְנַצֵּחַ לְעֶבֶד יְהוָה לְדָוִד אֲשֶׁר דִּבֶּר לַיהוָה אֶת־דִּבְרֵי הַשִּׁירָה הַזֹּאת בְּיוֺם הִצִּיל־יְהוָה אוֺתוֺ מִכַּף כָּל־אֹיְבָיו וּמִיַּד שָׁאוּל,ABH
Ps 18:2,אֶרְחָמְךָ יְהוָה חִזְקִי,ABH
Ps 18:3,יְהוָה סַלְעִי וּמְצוּדָתִי וּמְפַלְטִי אֵלִי צוּרִי אֶחֱסֶה־בּוֺ מָגִנִּי וְקֶרֶן־יִשְׁעִי מִשְׂגַּבִּי,ABH
Ps 18:4,מְהֻלָּל אֶקְרָא יְהוָה וּמִן־אֹיְבַי אִוָּשֵׁעַ,ABH
Ps 18:5,אֲפָפוּנִי חֶבְלֵי־מָוֶת וְנַחֲלֵי בְלִיַּעַל יְבַעֲתוּנִי,ABH
Ps 18:6,חֶבְלֵי שְׁאוֺל סְבָבוּנִי קִדְּמוּנִי מוֺקְשֵׁי מָוֶת,ABH
Ps 18:7,בַּצַּר־לִי אֶקְרָא יְהוָה וְאֶל־אֱלֹהַי אֲשַׁוֵּעַ יִשְׁמַע מֵהֵיכָלוֺ קוֺלִי וְשַׁוְעָתִי לְפָנָיו תָּבוֺא בְאָזְנָיו,ABH
Ps 18:8,וַתִּגְעַשׁ וַתִּרְעַשׁ הָאָרֶץ וּמוֺסְדֵי הָרִים יִרְגָּזוּ וַיִּתְגָּעֲשׁוּ כִּי־חָרָה לוֺ,ABH
Ps 18:9,עָלָה עָשָׁן בְּאַפּוֺ וְאֵשׁ־מִפִּיו תֹּאכֵל גֶּחָלִים בָּעֲרוּ מִמֶּנּוּ,ABH
Ps 18:10,וַיֵּט שָׁמַיִם וַיֵּרַד וַעֲרָפֶל תַּחַת רַגְלָיו,ABH
Ps 18:11,וַיִּרְכַּב עַל־כְּרוּב וַיָּעֹף וַיֵּדֶא עַל־כַּנְפֵי־רוּחַ,ABH
Ps 18:12,יָשֶׁת חֹשֶׁךְ סִתְרוֺ סְבִיבוֺתָיו סֻכָּתוֺ חֶשְׁכַת־מַיִם עָבֵי שְׁחָקִים,ABH
Ps 18:13,מִנֹּגַהּ נֶגְדּוֺ עָבָיו עָבְרוּ בָּרָד וְגַחֲלֵי־אֵשׁ,ABH
Ps 18:14,וַיַּרְעֵם בַּשָּׁמַיִם יְהוָה וְעֶלְיוֺן יִתֵּן קֹלוֺ בָּרָד וְגַחֲלֵי־אֵשׁ,ABH
Ps 18:15,וַיִּשְׁלַח חִצָּיו וַיְפִיצֵם וּבְרָקִים רָב וַיְהֻמֵּם,ABH
Ps 18:16,וַיֵּרָאוּ אֲפִיקֵי מַיִם וַיִּגָּלוּ מוֺסְדוֺת תֵּבֵל מִגַּעֲרָתְךָ יְהוָה מִנִּשְׁמַת רוּחַ אַפֶּךָ,ABH
Ps 18:17,יִשְׁלַח מִמָּרוֺם יִקָּחֵנִי יַמְשֵׁנִי מִמַּיִם רַבִּים,ABH
Ps 18:18,יַצִּילֵנִי מֵאֹיְבִי עָז וּמִשֹּׂנְאַי כִּי־אָמְצוּ מִמֶּנִּי,ABH
Ps 18:19,יְקַדְּמוּנִי בְיוֺם־אֵידִי וַיְהִי־יְהוָה לְמִשְׁעָן לִי,ABH
Ps 18:20,וַיּוֺצִיאֵנִי לַמֶּרְחָב יְחַלְּצֵנִי כִּי חָפֵץ בִּי,ABH
Ps 18:21,יִגְמְלֵנִי יְהוָה כְּצִדְקִי כְּבֹר יָדַי יָשִׁיב לִי,ABH
Ps 18:22,כִּי־שָׁמַרְתִּי דַּרְכֵי יְהוָה וְלֹא־רָשַׁעְתִּי מֵאֱלֹהָי,ABH
Ps 18:23,כִּי כָל־מִשְׁפָּטָיו לְנֶגְדִּי וְחֻקֹּתָיו לֹא־אָסִיר מֶנִּי,ABH
Ps 18:24,וָאֱהִי תָמִים עִמּוֺ וָאֶשְׁתַּמֵּר מֵעֲוֹנִי,ABH
Ps 18:25,וַיָּשֶׁב־יְהוָה לִי כְצִדְקִי כְּבֹר יָדַי לְנֶגֶד עֵינָיו,ABH
Ps 18:26,עִם־חָסִיד תִּתְחַסָּד עִם־גְּבַר תָּמִים תִּתַּמָּם,ABH
Ps 18:27,עִם־נָבָר תִּתְבָּרָר וְעִם־עִקֵּשׁ תִּתְפַּתָּל,ABH
Ps 18:28,כִּי־אַתָּה עַם־עָנִי תוֺשִׁיעַ וְעֵינַיִם רָמוֺת תַּשְׁפִּיל,ABH
Ps 18:29,כִּי־אַתָּה תָּאִיר נֵרִי יְהוָה אֱלֹהַי יַגִּיהַּ חָשְׁכִּי,ABH
Ps 18:30,כִּי־בְךָ אָרֻץ גְּדוּד וּבֵאלֹהַי אֲדַלֶּג־שׁוּר,ABH
Ps 18:31,הָאֵל תָּמִים דַּרְכּוֺ אִמְרַת־יְהוָה צְרוּפָה מָגֵן הוּא לְכֹל הַחֹסִים בּוֺ,ABH
Ps 18:32,כִּי מִי אֱלוֺהַּ מִבַּלְעֲדֵי יְהוָה וּמִי צוּר זוּלָתִי אֱלֹהֵינוּ,ABH
Ps 18:33,הָאֵל הַמְאַזְּרֵנִי חָיִל וַיִּתֵּן תָּמִים דַּרְכִּי,ABH
Ps 18:34,מְשַׁוֶּה רַגְלַי כָּאַיָּלוֺת וְעַל בָּמֹתַי יַעֲמִידֵנִי,ABH
Ps 18:35,מְלַמֵּד יָדַי לַמִּלְחָמָה וְנִחֲתָה קֶשֶׁת־נְחוּשָׁה זְרוֺעֹתָי,ABH
Ps 18:36,וַתִּתֶּן־לִי מָגֵן יִשְׁעֶךָ וִימִינְךָ תִסְעָדֵנִי וְעַנְוַתְךָ תַרְבֵּנִי,ABH
Ps 18:37,תַּרְחִיב צַעֲדִי תַחְתָּי וְלֹא מָעֲדוּ קַרְסֻלָּי,ABH
Ps 18:38,אֶרְדּוֺף אוֺיְבַי וְאַשִּׂיגֵם וְלֹא־אָשׁוּב עַד־כַּלּוֺתָם,ABH
Ps 18:39,אֶמְחָצֵם וְלֹא־יֻכְלוּ קוּם יִפְּלוּ תַּחַת רַגְלָי,ABH
Ps 18:40,וַתְּאַזְּרֵנִי חַיִל לַמִּלְחָמָה תַּכְרִיעַ קָמַי תַּחְתָּי,ABH
Ps 18:41,וְאֹיְבַי נָתַתָּה לִּי עֹרֶף וּמְשַׂנְאַי אַצְמִיתֵם,ABH
Ps 18:42,יְשַׁוְּעוּ וְאֵין־מוֺשִׁיעַ עַל־יְהוָה וְלֹא עָנָם,ABH
Ps 18:43,וְאֶשְׁחָקֵם כְּעָפָר עַל־פְּנֵי־רוּחַ כְּטִיט חוּצוֺת אֲרִיקֵם,ABH
Ps 18:44,תְּפַלְּטֵנִי מֵרִיבֵי עָם תְּשִׂימֵנִי לְרֹאשׁ גּוֺיִם עַם לֹא־יָדַעְתִּי יַעַבְדוּנִי,ABH
Ps 18:45,לְשֵׁמַע אֹזֶן יִשָּׁמְעוּ לִי בְּנֵי־נֵכָר יְכַחֲשׁוּ־לִי,ABH
Ps 18:46,בְּנֵי־נֵכָר יִבֹּלוּ וְיַחְרְגוּ מִמִּסְגְּרוֺתֵיהֶם,ABH
Ps 18:47,חַי־יְהוָה וּבָרוּךְ צוּרִי וְיָרוּם אֱלוֺהֵי יִשְׁעִי,ABH
Ps 18:48,הָאֵל הַנּוֺתֵן נְקָמוֺת לִי וַיַּדְבֵּר עַמִּים תַּחְתָּי,ABH
Ps 18:49,מְפַלְּטִי מֵאֹיְבָי אַף מִן־קָמַי תְּרוֺמְמֵנִי מֵאִישׁ חָמָס תַּצִּילֵנִי,ABH
Ps 18:50,עַל־כֵּן אוֺדְךָ בַגּוֺיִם יְהוָה וּלְשִׁמְךָ אֲזַמֵּרָה,ABH
Ps 68:2,יָקוּם אֱלֹהִים יָפוּצוּ אוֺיְבָיו וְיָנוּסוּ מְשַׂנְאָיו מִפָּנָיו,ABH
Ps 68:3,כְּהִנְדֹּף עָשָׁן תִּנְדֹּף כְּהִמֵּס דּוֺנַג מִפְּנֵי־אֵשׁ יֹאבְדוּ רְשָׁעִים מִפְּנֵי אֱלֹהִים,ABH
